"id";"nama_kel";"kecamatan";"laki_laki";"perempuan";"KK";"rw";"rt";"islam";"kristen";"katholik";"hindu";"budha";"konghuchu";"lainya";"belum_kawin_lakilaki";"kawin_lakilaki";"cerai_hidup_lakilaki";"cerai_mati_lakilaki";"belum_kawin_perempuan";"kawin_perempuan";"cerai_hidup_perempuan";"cerai_mati_perempuan";"belumsekolah_lakilaki";"belumtamatSD_lakilaki";"sd/sederajat_lakilaki";"smp/sederajat_lakilaki";"sma/sederajat_lakilaki";"di/dii_lakilaki";"diii_lakilaki";"s1/div_lakilaki";"s2_lakilaki";"s3_lakilaki";"belumsekolah_perempuan";"belumtamatSD_perempuan";"sd/sederajat_perempuan";"smp/sederajat_perempuan";"sma/sederajat_perempuan";"di/dii_perempuan";"diii_perempuan";"s1/div_perempuan";"s2_perempuan";"s3_perempuan";"lakilaki_AKUNTAN";"lakilaki_ANGGOTA_DPRD_KABUPATEN/KOTA";"lakilaki_ANGGOTA_DPR-RI";"lakilaki_APOTEKER";"lakilaki_ARSITEK";"lakilaki_BELUM/TIDAK_BEKERJA";"lakilaki_BIARAWATI";"lakilaki_BIDAN";"lakilaki_BURUH_HARIAN_LEPAS";"lakilaki_BURUH_NELAYAN/PERIKANAN";"lakilaki_BURUH_PETERNAKAN";"lakilaki_BURUH_TANI/PERKEBUNAN";"lakilaki_DOKTER";"lakilaki_DOSEN";"lakilaki_GURU";"lakilaki_IMAM_MESJID";"lakilaki_INDUSTRI";"lakilaki_JURU_MASAK";"lakilaki_KARYAWAN_BUMD";"lakilaki_KARYAWAN_BUMN";"lakilaki_KARYAWAN_HONORER";"lakilaki_KARYAWAN_SWASTA";"lakilaki_KEPOLISIAN_RI";"lakilaki_KONSTRUKSI";"lakilaki_KONSULTAN";"lakilaki_LAINNYA";"lakilaki_MEKANIK";"lakilaki_MENGURUS_RUMAH_TANGGA";"lakilaki_NELAYAN/PERIKANAN";"lakilaki_NOTARIS";"lakilaki_PARAJI";"lakilaki_PASTOR";"lakilaki_PEDAGANG";"lakilaki_PEGAWAI_NEGERI_SIPIL";"lakilaki_PELAJAR/MAHASISWA";"lakilaki_PELAUT";"lakilaki_PEMBANTU_RUMAH_TANGGA";"lakilaki_PENATA_BUSANA";"lakilaki_PENATA_RAMBUT";"lakilaki_PENATA_RIAS";"lakilaki_PENDETA";"lakilaki_PENELITI";"lakilaki_PENGACARA";"lakilaki_PENSIUNAN";"lakilaki_PENTERJEMAH";"lakilaki_PENYIAR_RADIO";"lakilaki_PERANCANG_BUSANA";"lakilaki_PERANGKAT_DESA";"lakilaki_PERAWAT";"lakilaki_PERDAGANGAN";"lakilaki_PETANI/PEKEBUN";"lakilaki_PETERNAK";"lakilaki_PIALANG";"lakilaki_PILOT";"lakilaki_PSIKIATER/PSIKOLOG";"lakilaki_SENIMAN";"lakilaki_SOPIR";"lakilaki_TABIB";"lakilaki_TENTARA_NASIONAL_INDONESIA";"lakilaki_TRANSPORTASI";"lakilaki_TUKANG_BATU";"lakilaki_TUKANG_CUKUR";"lakilaki_TUKANG_GIGI";"lakilaki_TUKANG_JAHIT";"lakilaki_TUKANG_KAYU";"lakilaki_TUKANG_LAS/PANDAI_BESI";"lakilaki_TUKANG_LISTRIK";"lakilaki_TUKANG_SOL_SEPATU";"lakilaki_USTADZ/MUBALIGH";"lakilaki_WAKIL_WALIKOTA";"lakilaki_WALIKOTA";"lakilaki_WARTAWAN";"lakilaki_WIRASWASTA";"perempuan_AKUNTAN";"perempuan_ANGGOTA_DPRD_KABUPATEN/KOTA";"perempuan_ANGGOTA_DPR-RI";"perempuan_APOTEKER";"perempuan_ARSITEK";"perempuan_BELUM/TIDAK_BEKERJA";"perempuan_BIARAWATI";"perempuan_BIDAN";"perempuan_BURUH_HARIAN_LEPAS";"perempuan_BURUH_NELAYAN/PERIKANAN";"perempuan_BURUH_PETERNAKAN";"perempuan_BURUH_TANI/PERKEBUNAN";"perempuan_DOKTER";"perempuan_DOSEN";"perempuan_GURU";"perempuan_IMAM_MESJID";"perempuan_INDUSTRI";"perempuan_JURU_MASAK";"perempuan_KARYAWAN_BUMD";"perempuan_KARYAWAN_BUMN";"perempuan_KARYAWAN_HONORER";"perempuan_KARYAWAN_SWASTA";"perempuan_KEPOLISIAN_RI";"perempuan_KONSTRUKSI";"perempuan_KONSULTAN";"perempuan_LAINNYA";"perempuan_MEKANIK";"perempuan_MENGURUS_RUMAH_TANGGA";"perempuan_NELAYAN/PERIKANAN";"perempuan_NOTARIS";"perempuan_PARAJI";"perempuan_PASTOR";"perempuan_PEDAGANG";"perempuan_PEGAWAI_NEGERI_SIPIL";"perempuan_PELAJAR/MAHASISWA";"perempuan_PELAUT";"perempuan_PEMBANTU_RUMAH_TANGGA";"perempuan_PENATA_BUSANA";"perempuan_PENATA_RAMBUT";"perempuan_PENATA_RIAS";"perempuan_PENDETA";"perempuan_PENELITI";"perempuan_PENGACARA";"perempuan_PENSIUNAN";"perempuan_PENTERJEMAH";"perempuan_PENYIAR_RADIO";"perempuan_PERANCANG_BUSANA";"perempuan_PERANGKAT_DESA";"perempuan_PERAWAT";"perempuan_PERDAGANGAN";"perempuan_PETANI/PEKEBUN";"perempuan_PETERNAK";"perempuan_PIALANG";"perempuan_PILOT";"perempuan_PSIKIATER/PSIKOLOG";"perempuan_SENIMAN";"perempuan_SOPIR";"perempuan_TABIB";"perempuan_TENTARA_NASIONAL_INDONESIA";"perempuan_TRANSPORTASI";"perempuan_TUKANG_BATU";"perempuan_TUKANG_CUKUR";"perempuan_TUKANG_GIGI";"perempuan_TUKANG_JAHIT";"perempuan_TUKANG_KAYU";"perempuan_TUKANG_LAS/PANDAI_BESI";"perempuan_TUKANG_LISTRIK";"perempuan_TUKANG_SOL_SEPATU";"perempuan_USTADZ/MUBALIGH";"perempuan_WAKIL_WALIKOTA";"perempuan_WALIKOTA";"perempuan_WARTAWAN";"perempuan_WIRASWASTA"
"51";"Purbaratu";"Purbaratu";"3184";"3160";"2112";"10";"38";"6344";"0";"0";"0";"0";"0";"0";"1575";"1512";"45";"52";"1297";"1503";"64";"296";"520";"300";"949";"524";"727";"12";"27";"118";"7";"0";"549";"306";"1";"518";"579";"13";"38";"106";"5";"0";"0";"0";"0";"0";"0";"631";"0";"0";"1101";"0";"0";"13";"1";"2";"8";"0";"0";"0";"0";"7";"18";"194";"3";"0";"0";"0";"1";"1";"0";"0";"0";"0";"28";"42";"645";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"0";"0";"4";"8";"19";"0";"0";"0";"0";"0";"5";"0";"6";"1";"0";"0";"0";"4";"1";"0";"0";"0";"5";"0";"0";"1";"404";"0";"0";"0";"0";"0";"647";"0";"6";"104";"0";"0";"1";"0";"0";"22";"0";"0";"0";"1";"2";"22";"72";"0";"0";"0";"0";"0";"1563";"0";"0";"0";"0";"4";"35";"625";"0";"1";"0";"0";"0";"0";"0";"0";"12";"1";"0";"0";"0";"2";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"33"
"52";"Singkup";"Purbaratu";"3876";"3707";"2614";"9";"47";"7583";"0";"0";"0";"0";"0";"0";"1873";"1899";"59";"45";"1392";"1883";"79";"353";"617";"323";"1";"717";"778";"7";"12";"105";"4";"0";"546";"340";"1";"611";"609";"14";"34";"96";"3";"0";"0";"1";"0";"0";"0";"776";"0";"0";"1345";"0";"0";"12";"0";"0";"9";"0";"0";"0";"1";"0";"28";"142";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"53";"56";"762";"1";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"0";"0";"0";"9";"34";"0";"0";"0";"0";"0";"13";"0";"7";"0";"0";"0";"0";"2";"1";"0";"0";"0";"5";"0";"0";"0";"592";"0";"0";"0";"0";"0";"627";"0";"4";"75";"0";"0";"2";"0";"1";"15";"0";"0";"0";"0";"1";"31";"64";"0";"0";"0";"0";"0";"2094";"0";"0";"0";"1";"6";"33";"716";"0";"1";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"20"
"53";"Sukaasih";"Purbaratu";"3329";"3148";"2169";"8";"41";"6465";"5";"7";"0";"0";"0";"0";"1644";"1585";"60";"40";"1226";"1576";"99";"247";"512";"320";"1";"515";"736";"10";"27";"131";"15";"0";"476";"279";"1";"543";"601";"10";"37";"119";"2";"0";"0";"0";"0";"0";"0";"614";"0";"0";"1215";"0";"0";"1";"1";"2";"11";"0";"0";"0";"1";"10";"7";"200";"10";"0";"0";"0";"4";"2";"0";"0";"0";"0";"31";"55";"705";"1";"0";"0";"0";"0";"0";"0";"1";"32";"0";"0";"0";"0";"1";"6";"5";"0";"0";"0";"0";"0";"8";"0";"3";"1";"3";"0";"0";"4";"2";"0";"0";"0";"6";"0";"0";"0";"387";"0";"0";"0";"0";"0";"563";"0";"1";"47";"0";"0";"0";"2";"1";"23";"0";"0";"0";"0";"2";"10";"88";"0";"0";"0";"0";"0";"1664";"0";"0";"0";"0";"27";"41";"617";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"0";"0";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"36"
"54";"Sukajaya";"Purbaratu";"3647";"3355";"2257";"9";"37";"7000";"2";"0";"0";"0";"0";"0";"1849";"1692";"47";"59";"1387";"1650";"76";"242";"586";"401";"1";"541";"702";"9";"21";"70";"8";"1";"558";"317";"1";"550";"542";"9";"28";"59";"1";"1";"0";"0";"0";"0";"0";"704";"0";"0";"1430";"0";"0";"7";"0";"1";"8";"0";"0";"0";"4";"2";"16";"139";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"37";"32";"806";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"3";"3";"8";"0";"0";"0";"0";"1";"4";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"13";"0";"0";"0";"401";"0";"0";"0";"0";"0";"642";"0";"4";"105";"0";"0";"1";"0";"0";"15";"0";"0";"0";"0";"4";"18";"54";"0";"0";"0";"0";"0";"1768";"0";"0";"0";"0";"10";"17";"685";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"5";"0";"0";"0";"20"
"55";"Sukamenak";"Purbaratu";"4373";"4098";"2836";"11";"48";"8456";"14";"0";"1";"0";"0";"0";"2159";"2075";"60";"79";"1611";"2074";"114";"299";"694";"413";"1";"705";"986";"12";"34";"127";"8";"0";"645";"364";"1";"706";"794";"23";"42";"115";"4";"0";"0";"0";"0";"0";"0";"827";"0";"0";"1635";"0";"0";"1";"0";"2";"11";"0";"0";"0";"4";"9";"18";"248";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"60";"48";"906";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"0";"0";"0";"0";"6";"8";"1";"0";"0";"0";"0";"16";"0";"8";"0";"0";"0";"0";"1";"0";"0";"0";"0";"7";"0";"0";"1";"513";"0";"0";"0";"0";"0";"745";"0";"1";"106";"0";"0";"0";"0";"1";"25";"0";"0";"0";"0";"3";"14";"120";"0";"0";"0";"0";"0";"2104";"0";"0";"0";"0";"53";"43";"792";"0";"1";"0";"1";"0";"0";"0";"0";"35";"0";"0";"0";"0";"3";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"42"
"56";"Sukanagara";"Purbaratu";"4664";"4517";"3112";"15";"64";"9145";"30";"5";"0";"0";"1";"0";"2280";"2234";"73";"77";"1807";"2208";"148";"354";"766";"463";"1";"708";"1";"18";"55";"252";"24";"1";"735";"403";"1";"708";"1";"26";"81";"229";"18";"0";"0";"0";"0";"0";"0";"932";"0";"0";"1544";"2";"0";"12";"3";"2";"15";"0";"0";"0";"10";"25";"29";"380";"10";"0";"0";"0";"3";"0";"0";"0";"0";"0";"62";"81";"975";"1";"0";"0";"0";"0";"0";"0";"1";"66";"0";"0";"0";"0";"3";"12";"14";"0";"0";"0";"0";"1";"13";"0";"18";"0";"0";"0";"0";"7";"2";"1";"0";"0";"13";"0";"0";"5";"422";"0";"0";"0";"0";"0";"862";"0";"5";"86";"0";"0";"4";"4";"5";"29";"0";"0";"0";"13";"16";"23";"181";"0";"0";"0";"0";"0";"2210";"0";"0";"0";"0";"50";"59";"867";"0";"1";"0";"0";"1";"0";"0";"0";"31";"0";"0";"0";"0";"3";"5";"6";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"51"
"57";"Mugarsari";"Tamansari";"2903";"2787";"1851";"8";"30";"5690";"0";"0";"0";"0";"0";"0";"1387";"1469";"19";"28";"1092";"1471";"44";"180";"509";"246";"998";"536";"481";"10";"17";"93";"12";"1";"463";"263";"1";"509";"420";"7";"17";"93";"2";"0";"0";"1";"0";"0";"0";"593";"0";"0";"833";"0";"1";"11";"1";"1";"10";"0";"0";"0";"2";"3";"25";"117";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"18";"31";"601";"0";"0";"0";"0";"0";"0";"1";"0";"17";"0";"0";"0";"0";"0";"21";"10";"0";"0";"0";"0";"0";"4";"0";"0";"0";"1";"0";"0";"27";"1";"0";"0";"0";"14";"0";"0";"0";"558";"0";"0";"0";"1";"0";"520";"0";"2";"88";"0";"0";"3";"0";"1";"18";"0";"0";"0";"1";"1";"13";"60";"0";"0";"0";"0";"0";"1471";"0";"0";"0";"0";"6";"15";"537";"0";"0";"0";"0";"1";"0";"0";"0";"5";"0";"0";"0";"0";"1";"4";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"5";"0";"0";"0";"0";"2";"0";"0";"0";"24"
"58";"Mulyasari";"Tamansari";"8110";"7866";"5030";"17";"84";"15915";"50";"8";"0";"3";"0";"0";"4094";"3838";"98";"80";"3327";"3865";"236";"438";"1";"791";"2";"1";"2";"28";"95";"464";"45";"3";"1";"776";"2";"1";"1";"39";"148";"457";"25";"1";"0";"1";"0";"1";"0";"1324";"0";"0";"2499";"0";"0";"4";"1";"10";"32";"0";"0";"0";"6";"48";"45";"533";"17";"0";"2";"1";"3";"2";"0";"0";"0";"0";"91";"153";"1847";"3";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"0";"16";"30";"15";"1";"0";"0";"0";"3";"23";"0";"11";"1";"0";"2";"0";"4";"3";"0";"0";"0";"8";"0";"0";"1";"1103";"0";"0";"0";"1";"0";"1420";"0";"21";"178";"0";"0";"2";"2";"7";"59";"0";"0";"0";"3";"18";"73";"267";"0";"0";"2";"0";"0";"3675";"0";"0";"0";"0";"31";"146";"1777";"0";"5";"0";"0";"1";"0";"0";"0";"27";"0";"0";"0";"0";"11";"5";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"128"
"59";"Setiamulya";"Tamansari";"4488";"4234";"2709";"13";"47";"8677";"27";"18";"0";"0";"0";"0";"2253";"2152";"43";"40";"1772";"2139";"90";"233";"793";"453";"1";"735";"836";"12";"53";"160";"11";"0";"715";"435";"1";"708";"719";"20";"57";"174";"7";"0";"0";"0";"0";"0";"0";"911";"0";"0";"1356";"0";"0";"4";"0";"3";"11";"0";"0";"0";"2";"11";"41";"283";"9";"0";"1";"0";"4";"3";"0";"0";"1";"0";"37";"66";"951";"0";"0";"0";"1";"0";"0";"0";"0";"26";"0";"0";"0";"0";"6";"25";"9";"0";"0";"0";"0";"2";"4";"0";"3";"2";"1";"0";"0";"1";"0";"0";"1";"0";"10";"0";"0";"1";"703";"0";"0";"0";"0";"0";"806";"0";"14";"67";"0";"0";"0";"0";"1";"29";"0";"0";"0";"0";"1";"44";"139";"0";"0";"0";"0";"0";"2107";"0";"0";"1";"0";"15";"45";"888";"0";"2";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"13";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"46"
"60";"Setiawargi";"Tamansari";"6477";"6102";"4037";"20";"77";"12579";"0";"0";"0";"0";"0";"0";"3171";"3200";"40";"66";"2378";"3248";"81";"395";"1";"608";"3";"932";"385";"5";"8";"39";"1";"0";"1";"590";"3";"963";"334";"6";"7";"34";"3";"0";"0";"0";"0";"0";"0";"1303";"0";"0";"3236";"0";"3";"42";"0";"0";"6";"2";"0";"0";"0";"0";"13";"191";"0";"0";"0";"0";"3";"4";"0";"0";"0";"0";"75";"15";"1128";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"1";"43";"46";"0";"0";"0";"0";"0";"7";"0";"0";"2";"0";"0";"0";"8";"0";"0";"0";"0";"13";"0";"0";"0";"324";"0";"0";"0";"0";"0";"1258";"0";"1";"215";"0";"0";"11";"0";"1";"6";"0";"0";"0";"0";"0";"17";"42";"0";"0";"0";"0";"0";"3409";"0";"0";"1";"0";"7";"9";"1095";"0";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"5";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10"
"61";"Sukahurip";"Tamansari";"4454";"4277";"2722";"11";"44";"8720";"11";"0";"0";"0";"0";"0";"2238";"2137";"44";"35";"1802";"2128";"100";"247";"724";"486";"1";"742";"855";"11";"27";"145";"13";"1";"756";"419";"1";"692";"754";"22";"32";"160";"6";"0";"0";"0";"0";"0";"0";"851";"0";"0";"1307";"0";"0";"1";"1";"2";"5";"0";"1";"0";"0";"4";"27";"187";"4";"0";"0";"0";"3";"2";"0";"1";"0";"0";"51";"48";"1033";"0";"0";"0";"0";"0";"0";"0";"1";"21";"0";"0";"0";"0";"4";"9";"11";"0";"0";"0";"0";"1";"10";"0";"7";"3";"0";"1";"0";"2";"0";"0";"0";"0";"7";"0";"0";"1";"848";"0";"0";"0";"0";"0";"836";"0";"1";"55";"0";"0";"3";"1";"2";"19";"0";"0";"0";"0";"2";"30";"81";"0";"0";"0";"0";"0";"2198";"0";"0";"0";"0";"13";"43";"931";"0";"3";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"3";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"42"
"62";"Sumelap";"Tamansari";"2933";"2748";"1883";"10";"33";"5642";"34";"5";"0";"0";"0";"0";"1429";"1445";"32";"27";"1046";"1473";"59";"170";"521";"269";"887";"547";"546";"15";"23";"110";"15";"0";"436";"244";"920";"541";"443";"10";"32";"119";"3";"0";"0";"1";"0";"1";"0";"593";"0";"0";"880";"1";"0";"5";"0";"2";"9";"0";"0";"0";"3";"7";"12";"163";"3";"0";"0";"0";"4";"1";"0";"0";"0";"0";"25";"48";"620";"1";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"0";"0";"2";"15";"12";"0";"0";"0";"0";"0";"5";"1";"3";"0";"0";"0";"0";"26";"1";"0";"0";"0";"10";"0";"0";"0";"457";"0";"0";"0";"1";"0";"486";"0";"2";"52";"0";"0";"3";"1";"3";"11";"0";"0";"0";"0";"1";"32";"63";"0";"0";"0";"0";"0";"1485";"0";"0";"0";"0";"7";"21";"530";"0";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"2";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"35"
"63";"Tamanjaya";"Tamansari";"5587";"5292";"3426";"14";"58";"10691";"168";"20";"0";"0";"0";"0";"2802";"2690";"44";"51";"2199";"2704";"101";"288";"931";"580";"2";"958";"1";"16";"41";"149";"15";"1";"877";"560";"2";"926";"873";"15";"48";"159";"4";"0";"0";"0";"0";"2";"0";"1083";"0";"0";"1826";"0";"0";"11";"1";"4";"13";"0";"0";"0";"1";"7";"22";"285";"8";"1";"0";"0";"1";"2";"0";"0";"0";"0";"91";"58";"1232";"0";"0";"0";"0";"0";"0";"0";"0";"57";"0";"0";"0";"1";"3";"23";"15";"0";"0";"0";"0";"0";"14";"0";"22";"0";"0";"0";"0";"5";"0";"0";"0";"0";"11";"0";"0";"3";"785";"0";"0";"0";"2";"0";"985";"0";"5";"127";"0";"0";"4";"1";"3";"33";"0";"0";"0";"0";"1";"32";"116";"0";"0";"0";"0";"0";"2746";"0";"0";"0";"0";"13";"42";"1119";"0";"1";"0";"0";"0";"0";"0";"1";"8";"0";"1";"0";"0";"5";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43"
"64";"Tamansari";"Tamansari";"4908";"4735";"3179";"12";"45";"9643";"0";"0";"0";"0";"0";"0";"2307";"2530";"33";"38";"1816";"2566";"85";"268";"870";"488";"2";"793";"393";"0";"8";"50";"2";"1";"835";"469";"2";"752";"335";"6";"15";"44";"0";"0";"0";"0";"0";"0";"0";"976";"1";"0";"1907";"1";"0";"32";"0";"0";"3";"1";"0";"0";"0";"3";"16";"131";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"53";"15";"930";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"1";"29";"30";"0";"0";"0";"0";"0";"3";"0";"1";"4";"0";"1";"0";"61";"2";"1";"0";"0";"17";"0";"0";"0";"675";"0";"0";"0";"0";"0";"917";"0";"4";"149";"0";"0";"8";"0";"0";"9";"0";"0";"0";"0";"1";"11";"48";"0";"0";"0";"1";"0";"2675";"0";"0";"0";"0";"2";"8";"861";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"7";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"13"
"65";"Cikalang";"Tawang";"7031";"6934";"4592";"16";"71";"13839";"85";"32";"0";"9";"0";"0";"3533";"3259";"119";"120";"2876";"3236";"243";"579";"1";"709";"1";"1";"2";"66";"132";"602";"58";"6";"986";"686";"1";"1";"2";"94";"173";"586";"33";"0";"0";"0";"0";"1";"0";"1327";"0";"0";"1420";"0";"0";"11";"10";"10";"35";"1";"1";"0";"13";"58";"61";"728";"11";"2";"0";"1";"1";"1";"1";"0";"0";"0";"86";"187";"1723";"4";"0";"0";"0";"0";"0";"0";"2";"144";"0";"0";"0";"0";"9";"61";"7";"2";"0";"0";"0";"0";"35";"0";"53";"6";"1";"0";"0";"13";"2";"2";"1";"0";"22";"0";"0";"3";"968";"0";"0";"0";"7";"0";"1174";"0";"14";"115";"0";"0";"2";"12";"7";"100";"0";"1";"0";"6";"17";"65";"317";"0";"0";"0";"0";"0";"2983";"0";"1";"1";"0";"34";"232";"1570";"0";"5";"1";"0";"0";"0";"0";"0";"81";"0";"0";"0";"0";"17";"17";"5";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";"0";"0";"0";"3";"0";"0";"0";"140"
"66";"Empangsari";"Tawang";"3583";"3665";"2581";"11";"54";"6373";"604";"161";"0";"88";"21";"1";"1791";"1613";"108";"71";"1462";"1629";"169";"405";"439";"341";"507";"502";"1";"23";"69";"296";"41";"1";"435";"334";"650";"539";"1";"41";"77";"288";"25";"2";"0";"0";"0";"1";"0";"567";"0";"0";"632";"0";"0";"0";"6";"9";"11";"0";"0";"0";"6";"26";"31";"458";"8";"0";"3";"0";"1";"0";"0";"0";"0";"1";"52";"72";"895";"0";"1";"0";"0";"1";"1";"0";"1";"84";"0";"0";"0";"1";"1";"24";"0";"0";"0";"0";"0";"0";"12";"0";"5";"1";"1";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1";"667";"0";"0";"0";"1";"0";"539";"0";"2";"46";"0";"0";"0";"6";"7";"19";"0";"0";"0";"5";"9";"24";"249";"0";"0";"0";"0";"0";"1638";"0";"3";"0";"0";"30";"72";"783";"0";"5";"0";"1";"0";"0";"0";"1";"69";"0";"0";"0";"0";"3";"8";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"141"
"67";"Kahuripan";"Tawang";"11054";"10921";"7210";"20";"124";"21460";"395";"91";"1";"14";"12";"2";"3533";"3259";"119";"120";"2876";"3236";"243";"579";"2";"1";"2";"1";"3";"69";"242";"1";"148";"21";"2";"1";"2";"2";"3";"132";"335";"1";"114";"2";"0";"1";"0";"4";"2";"2077";"0";"0";"2399";"0";"0";"20";"10";"28";"63";"0";"2";"0";"17";"86";"97";"1072";"33";"2";"3";"0";"7";"6";"0";"2";"0";"0";"118";"354";"2550";"8";"0";"0";"0";"0";"3";"1";"5";"291";"0";"0";"0";"0";"9";"38";"7";"3";"0";"0";"0";"2";"42";"0";"253";"0";"0";"0";"0";"7";"11";"1";"1";"0";"11";"0";"0";"5";"1403";"0";"0";"0";"5";"0";"1827";"0";"40";"163";"0";"0";"0";"18";"35";"144";"0";"0";"0";"14";"37";"103";"583";"2";"0";"0";"1";"0";"4609";"0";"2";"1";"0";"46";"342";"2484";"0";"8";"0";"0";"0";"0";"0";"0";"139";"0";"0";"0";"0";"16";"22";"3";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0";"1";"0";"0";"1";"268"
"68";"Lengkongsari";"Tawang";"7557";"7759";"5324";"15";"86";"15085";"148";"65";"0";"11";"7";"0";"3724";"3547";"165";"121";"3099";"3566";"350";"744";"1";"728";"1";"1";"3";"62";"184";"659";"72";"5";"1";"715";"2";"1";"2";"71";"230";"600";"41";"2";"0";"2";"0";"3";"1";"1398";"0";"0";"1651";"0";"1";"7";"8";"16";"14";"0";"0";"0";"15";"116";"49";"883";"12";"1";"0";"1";"3";"2";"0";"0";"0";"0";"94";"195";"1775";"1";"0";"0";"0";"0";"1";"1";"2";"235";"0";"0";"0";"0";"1";"22";"5";"0";"0";"0";"0";"0";"15";"1";"11";"0";"0";"0";"0";"6";"0";"1";"1";"0";"7";"0";"0";"2";"998";"0";"1";"0";"3";"0";"1220";"0";"18";"112";"0";"0";"0";"6";"10";"69";"0";"0";"0";"7";"29";"48";"422";"1";"0";"0";"1";"0";"3520";"0";"1";"0";"0";"40";"171";"1701";"0";"5";"0";"1";"1";"0";"0";"1";"152";"0";"0";"0";"0";"2";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"206"
